1.165583944380419679e+00 1.171464853854082611e+00 -1.790265398108301376e-01 1.468084835312033487e-01 8.346166249418860428e-01 -6.923491491068490822e-01 3.239400413951096791e-01 1.698365841880485894e+00 1.917746593981455527e+00 -2.216484287600523295e+00 -1.112968843012530629e+00 -9.886850595906228334e-02 4.310468624466529119e-01 -1.336344229878949852e+00 1.396499422584477124e+00
-6.012808157531501774e-01 -1.963915553030537720e-01 1.400316005534762709e-01 1.016444768370291296e+00 -8.066845408066114498e-01 1.910288388148506433e+00 -3.655519277121682120e-01 1.150036498997786955e-01 -1.813804154646057182e-02 5.312981559286626965e-01 -4.035247303984622058e-01 7.953643527946038239e-01 1.724628188943239326e+00 -9.940302400876889211e-01 -1.851183662260613039e+00
1.269985166112668429e+00 -2.198514607071562488e-01 -1.385605995532452006e+00 1.743128918252555282e-02 -1.966141067480940141e-01 8.658527605373496083e-01 8.904179395867766189e-01 1.385387956301548096e+00 -4.784936717372639814e-01 4.421229062009435218e-01 9.370693120061831527e-01 -4.120568916082673616e-01 1.188272749325136379e+00 2.042106217603789187e+00 -4.079599029318980441e-01
-6.423049976347137979e-02 1.305388541583694106e+00 -1.105849995404800945e-01 1.161944851731138595e+00 1.893062644697623309e+00 4.441154285917601197e-01 -1.101179483036689888e+00 -8.555385910398232152e-01 -9.861875759636666572e-02 3.570380448879391655e-01 -1.481703161369513078e-01 -5.829038822630576711e-01 8.350094847561072564e-01 1.030708984430376951e+00 -9.504082623395071483e-01
-2.293176955476349033e+00 -1.606215862690926477e-01 -1.067320685635780864e+00 1.893567870414821774e-01 -1.509276668410153288e+00 4.276594522197892934e-01 4.949679707055090055e-02 1.654860902105928788e-01 -3.426636523202845619e-01 2.728175047556106736e-01 6.031261289052884944e-01 3.452607459905654985e-01 -4.629668274214489010e-01 -3.622290807220656106e-01 -1.660482250704448326e+00
-3.972382313181731517e-01 -7.059779273418664847e-02 7.153834310421518516e-01 1.056178089999649572e+00 -9.205676761652331619e-01 -1.497401843049140480e+00 -9.960418982010258437e-01 -1.061768802358600272e+00 5.951041481835334102e-01 3.438579660373529689e-01 -5.184357776273691432e-01 2.036301658052025676e+00 1.785992847261927308e+00 2.664182024600545984e-01 -6.281491670354011347e-02
-9.721836401841613684e-01 -1.382733511382683578e-01 1.151282055883234401e+00 7.655486007478958833e-03 7.968562287735496685e-01 1.370115529228623785e+00 -1.700902315927674824e+00 1.419114616664547635e+00 1.485929199735051220e+00 -6.210536086275519896e-01 -4.736510273445871388e-01 -2.289166896907016968e-01 -3.034545348722468838e-01 4.176866989630853566e-01 1.715708198776542126e+00
2.522674467611984439e-01 -6.848996433350691693e-02 1.861281840263396603e+00 -1.030041464883457936e+00 -3.391819506172923937e-01 7.171685958073052980e-01 -1.343370995139697710e-01 -3.514022658718530395e-02 1.186278644836043394e+00 7.870688195585662239e-01 7.791511809638994590e-01 1.903473251333058336e+00 1.218748319387961798e+00 -8.772069566010954889e-01 2.230550638466017865e+00
2.134951065316211538e-01 9.544462845115511129e-01 -5.770564320502667710e-02 -7.755341291844358720e-02 2.660344920355948162e-01 2.905012314158168518e+00 -8.999734149666046568e-01 1.265720694801104163e+00 -1.465370051654714345e+00 -7.692095451946402429e-01 6.802130888692218269e-01 -6.728925635533000715e-02 4.842618303620854214e-01 -1.206351211745983809e+00 -1.947108774751652671e+00
8.196276269605833331e-01 -1.753907169582031300e-01 3.595046472544480842e-01 -2.009334709147201803e+00 -2.691277404121358297e-01 6.391486878848285924e-01 -1.361060482093077839e+00 6.072840906978858033e-01 -1.030102800489490988e+00 1.009632142787576514e-01 1.865538369089611570e-01 -5.253939680032211346e-01 7.550178551209497657e-01 -6.703526172613358813e-01 3.784929689731093005e-01
1.613688722584575019e-01 -5.769808862536283112e-01 -1.016455147435319367e-01 1.211477612663628634e+00 2.604364285091443243e+00 2.366966945390474919e+00 -6.417472314170661329e-01 4.957734261354074246e-01 -7.836955000438464713e-01 -1.272747567298295079e+00 -5.255861452107801757e-01 1.964132141229552597e-01 -8.415777387028572365e-01 9.755845824383502229e-02 -4.725487025443314004e-01
1.131080697873821039e+00 9.653355974879027634e-01 2.132112131297274338e-01 4.060906480123130380e-02 7.895275549151103966e-01 -7.097642028373741807e-01 -5.271718111755930858e-01 9.288496554308063313e-01 4.375452621443803869e-01 2.165949592642626875e+00 2.083066904393884755e+00 8.817365981249288831e-01 5.634954241510830020e-01 -5.410217961685270804e-01 -1.166379984365466388e-01
1.215679191698733286e+00 6.358532922942779220e-02 -3.555191926258484680e-01 -5.226515102901746479e-01 7.590146831553278017e-02 -4.789973491433986430e-01 5.837955953740006088e-01 8.643055951084690491e-01 -1.427750272352538818e+00 -2.269974803090681892e-01 3.595861132628817014e-01 -9.007962250752669098e-01 1.076621310298295081e-01 1.154398110209243100e+00 8.510166747750703697e-01
2.437830425396512180e+00 2.524477255839345236e-01 -4.643395544503473582e-01 1.367619288655761656e+00 2.087665070020107427e-01 3.338512536887177085e-01 -1.597501782353789590e-01 -4.865358436362939298e-01 -3.794887877814797084e-01 -6.653232957603345821e-02 2.240294721764040098e-01 8.506959997370094895e-01 1.429338241812626142e+00 -5.642230832006482899e-01 1.534442855761808611e+00
1.678917321360679504e-01 -2.318882517568589263e-01 -1.976911637370800223e+00 -7.964865612885557722e-01 1.239861495430270244e+00 7.434060993674829199e-01 4.404625437991018799e-01 -2.243366057139800862e+00 -5.744458340788279882e-01 -1.206832212056048625e+00 1.172748142480408706e+00 1.190216414390216970e+00 2.337380331325507876e-01 9.027079252055909830e-02 -6.185679566864041856e-01
-5.494629946602862525e-01 -2.779358020608561297e+00 9.156928960833589093e-01 -1.352518740347331550e+00 -9.082144242834948589e-01 5.036282352407713825e-01 -5.477457801426439676e-01 -1.549722833082674445e+00 1.033464843065266425e+00 -2.452030677075101028e-01 7.180663941620512025e-01 -1.656601654611032481e+00 7.386757585048273622e-01 -2.842444335744600918e-03 2.415082111006959575e+00
